Season;FG;3P;FT;TRB;AST;STL;BLK;TOV;PF;PTS;Playoffs
2022-23;43.6;13.8;19.8;42.5;27.3;7.0;3.4;13.5;19.7;120.7;YES
2022-23;43.1;16.6;16.0;44.6;29.8;7.2;3.9;16.3;21.4;118.9;YES
2022-23;44.6;10.8;18.5;44.4;25.0;7.1;4.9;12.9;18.8;118.4;YES
2022-23;42.2;16.0;17.5;45.3;26.7;6.4;5.2;13.4;18.8;117.9;YES
2022-23;43.1;12.1;19.2;43.6;24.4;8.2;4.2;13.0;21.0;117.5;YES
2022-23;42.9;10.8;20.6;45.7;25.3;6.4;4.6;14.1;17.9;117.2;YES
2022-23;42.5;13.3;18.7;45.9;26.0;6.1;5.2;15.4;20.5;117.1;NO
2022-23;43.7;12.0;17.5;46.6;26.0;8.3;5.8;13.6;20.0;116.9;YES
2022-23;42.7;14.8;16.6;48.6;25.8;6.4;4.9;14.6;18.1;116.9;YES
2022-23;42.0;13.6;18.7;41.5;27.0;7.7;5.8;14.9;21.2;116.3;NO
2022-23;42.0;12.6;19.4;46.6;22.9;6.4;4.1;13.0;20.3;116.0;YES
2022-23;43.6;11.8;16.8;43.0;28.9;7.5;4.5;14.5;18.6;115.8;YES
2022-23;42.9;12.2;17.9;41.9;26.2;8.0;5.4;15.3;21.6;115.8;YES
2022-23;40.8;12.6;21.0;40.9;25.2;7.7;4.7;13.7;20.4;115.2;YES
2022-23;42.0;11.0;19.3;43.7;25.9;8.3;4.1;14.6;20.5;114.4;YES
2022-23;40.0;15.2;19.0;38.8;22.9;6.3;3.7;12.2;20.7;114.2;NO
2022-23;42.1;12.2;17.2;44.2;27.3;7.1;5.3;13.5;21.2;113.6;YES
2022-23;41.1;12.7;18.7;43.2;23.9;7.1;4.4;14.2;19.5;113.6;YES
2022-23;40.5;12.9;19.6;40.5;24.2;6.7;4.6;14.5;20.0;113.4;NO
2022-23;41.5;12.8;17.7;40.5;25.5;7.1;6.2;13.7;21.1;113.4;YES
2022-23;42.1;11.3;17.6;43.6;25.4;6.8;5.2;14.1;18.8;113.2;NO
2022-23;42.5;10.4;17.6;42.4;24.5;7.9;4.5;13.4;18.9;113.1;YES
2022-23;43.1;11.1;15.8;43.7;27.2;7.0;3.9;15.3;19.9;113.0;NO
2022-23;41.9;10.7;18.4;43.0;23.9;9.4;5.2;11.7;20.0;112.9;YES
2022-23;41.6;11.6;17.5;41.1;24.9;7.1;4.7;13.3;19.0;112.3;YES
2022-23;40.5;10.8;19.6;43.2;23.2;7.4;4.7;15.1;20.1;111.4;NO
2022-23;41.3;10.7;17.6;44.5;25.1;7.7;5.2;14.2;20.3;111.0;NO
2022-23;40.6;10.4;19.1;46.3;22.4;7.3;4.6;16.2;20.5;110.7;NO
2022-23;39.6;11.4;19.8;42.4;23.0;7.0;3.8;15.1;22.1;110.3;NO
2022-23;39.2;12.0;19.1;40.6;23.8;8.0;3.0;13.5;18.5;109.5;YES
2021-22;41.6;14.8;18.0;44.2;25.7;8.8;5.6;14.3;21.8;115.9;YES
2021-22;43.5;11.5;17.0;49.2;26.0;9.8;6.5;13.2;19.8;115.6;YES
2021-22;41.8;14.1;17.8;46.7;23.9;7.6;4.0;13.4;18.2;115.5;YES
2021-22;42.8;13.9;15.8;44.6;28.1;8.6;4.9;13.3;19.9;115.3;NO
2021-22;43.7;11.6;15.9;45.3;27.4;8.6;4.4;12.9;19.9;114.8;YES
2021-22;41.5;12.9;18.1;44.0;24.6;7.2;4.2;11.9;18.7;113.9;YES
2021-22;40.6;14.5;17.9;46.3;22.4;7.2;4.9;14.0;18.9;113.6;YES
2021-22;43.2;11.3;15.4;45.3;27.9;7.6;4.9;12.7;18.1;113.2;NO
2021-22;42.0;11.5;17.5;44.4;25.3;7.1;5.5;14.1;20.4;112.9;YES
2021-22;41.7;12.7;16.7;44.1;27.8;7.2;3.7;14.5;20.0;112.7;YES
2021-22;41.6;12.0;16.8;44.0;24.0;7.6;5.2;14.5;20.2;112.1;NO
2021-22;40.7;13.2;17.0;46.1;24.8;7.2;5.8;13.6;18.5;111.8;YES
2021-22;41.7;10.6;17.5;42.3;23.9;7.1;4.1;12.8;18.8;111.6;YES
2021-22;41.4;12.2;16.4;43.9;25.4;7.1;5.6;14.4;20.4;111.5;NO
2021-22;40.5;14.3;15.6;45.5;27.1;8.8;4.5;14.9;21.0;111.0;YES
2021-22;40.5;11.4;17.9;42.9;23.7;7.2;4.5;14.1;18.9;110.3;NO
2021-22;39.6;13.6;17.3;43.7;25.5;7.4;3.2;14.6;20.5;110.0;YES
2021-22;39.4;11.6;19.6;42.3;23.7;7.7;5.3;12.5;19.4;109.9;YES
2021-22;39.4;13.5;17.5;42.0;23.6;7.3;4.7;16.5;20.6;109.7;NO
2021-22;40.6;11.9;16.2;45.3;22.1;9.0;4.6;12.5;19.6;109.4;YES
2021-22;40.2;10.6;18.3;45.2;25.0;8.3;4.0;14.1;19.7;109.3;YES
2021-22;40.6;10.5;17.0;43.1;25.0;6.4;5.0;13.1;18.8;108.6;NO
2021-22;40.1;12.8;15.5;44.0;24.0;7.4;5.0;13.7;18.6;108.4;NO
2021-22;39.3;13.1;16.4;43.0;23.4;6.7;4.0;12.5;19.7;108.0;YES
2021-22;39.7;11.6;16.8;44.2;25.2;7.1;4.2;14.4;17.5;107.8;NO
2021-22;37.7;13.2;18.0;46.1;21.9;7.0;4.9;13.3;20.4;106.5;NO
2021-22;38.5;12.7;16.4;42.9;22.9;8.0;4.5;14.5;21.1;106.2;NO
2021-22;38.2;11.3;17.2;43.0;23.5;7.7;4.8;14.2;21.9;104.8;NO
2021-22;38.3;12.2;15.5;44.3;23.7;6.8;4.5;14.5;19.7;104.2;NO
2021-22;38.3;12.1;15.0;45.6;22.2;7.6;4.6;14.0;18.3;103.7;NO
2020-21;44.7;14.4;16.2;48.1;25.5;8.1;4.6;13.8;17.3;120.1;YES
2020-21;43.1;14.2;18.1;44.4;26.8;6.7;5.3;13.5;19.0;118.6;YES
2020-21;43.2;10.2;20.1;45.2;25.5;7.3;4.1;14.4;21.6;116.6;YES
2020-21;41.3;16.7;17.2;48.3;23.7;6.6;5.2;14.2;18.5;116.4;YES
2020-21;41.3;15.7;17.8;44.5;21.3;6.9;5.0;11.1;18.9;116.1;YES
2020-21;43.3;13.1;15.6;42.9;26.9;7.2;4.3;12.5;19.1;115.3;YES
2020-21;43.3;12.3;16.4;42.7;27.4;8.5;6.4;13.5;20.2;115.3;NO
2020-21;43.3;12.9;15.7;44.4;26.8;8.1;4.5;13.5;19.1;115.1;YES
2020-21;42.5;10.6;19.0;47.4;26.0;7.6;4.4;14.6;18.0;114.6;NO
2020-21;41.8;14.3;16.2;44.2;24.4;7.1;4.1;13.2;19.2;114.0;YES
2020-21;40.8;12.4;19.7;45.6;24.1;7.0;4.8;13.2;19.3;113.7;YES
2020-21;42.6;12.1;16.4;41.4;25.5;7.5;5.0;13.4;19.4;113.7;NO
2020-21;41.3;14.6;16.6;43.0;27.7;8.2;4.8;15.0;21.2;113.7;NO
2020-21;41.4;11.3;19.6;45.1;23.7;9.1;6.2;14.4;20.2;113.6;YES
2020-21;42.8;11.2;16.4;46.5;26.9;9.1;5.1;13.3;18.7;113.3;YES
2020-21;41.5;13.6;16.1;44.3;23.5;7.7;5.3;14.1;20.4;112.6;YES
2020-21;41.1;13.8;16.5;43.3;22.9;6.3;4.3;12.1;19.4;112.4;YES
2020-21;40.7;13.1;17.6;43.5;25.6;8.8;5.5;14.3;20.9;112.1;NO
2020-21;39.7;14.5;17.4;41.6;24.1;8.6;5.4;13.2;21.2;111.3;NO
2020-21;41.9;9.9;17.4;43.9;24.4;7.0;5.1;11.4;18.0;111.1;NO
2020-21;42.2;12.6;13.8;45.0;26.8;6.7;4.2;15.1;18.9;110.7;NO
2020-21;40.6;11.1;17.2;44.2;24.7;7.8;5.4;15.2;19.1;109.5;YES
2020-21;39.9;13.7;15.9;43.8;26.8;7.8;4.8;14.8;18.0;109.5;NO
2020-21;39.3;13.8;16.5;42.6;23.6;7.6;5.0;14.7;19.5;108.8;NO
2020-21;39.2;12.9;16.7;41.5;26.3;7.9;4.0;14.1;18.9;108.1;YES
2020-21;39.4;11.8;16.4;45.1;21.4;7.0;5.1;12.9;20.5;107.0;YES
2020-21;38.7;11.6;17.8;42.7;24.2;7.4;5.2;14.9;20.5;106.6;NO
2020-21;38.8;11.9;15.5;45.6;22.1;7.0;4.4;16.1;18.1;105.0;NO
2020-21;38.3;10.9;16.6;45.4;21.8;6.9;4.4;12.8;17.2;104.0;NO
2020-21;38.6;10.0;16.7;42.8;23.8;7.8;4.5;15.5;18.2;103.8;NO
2019-20;43.3;13.8;18.3;51.7;25.9;7.2;5.9;15.1;19.6;118.7;YES
2019-20;40.8;15.6;20.6;44.3;21.6;8.7;5.2;14.7;21.8;117.8;YES
2019-20;41.7;15.1;18.6;46.9;24.7;6.1;4.8;12.7;19.5;117.0;YES
2019-20;41.6;12.4;20.8;47.7;23.7;7.1;4.7;14.6;22.1;116.3;YES
2019-20;42.6;13.6;17.1;46.5;26.8;7.5;5.0;16.4;21.2;115.8;NO
2019-20;42.2;12.9;17.7;45.3;20.6;6.3;6.1;12.8;21.7;115.0;YES
2019-20;41.5;12.0;19.4;42.0;25.0;8.0;4.3;14.2;22.7;114.4;NO
2019-20;42.2;10.7;19.0;44.6;24.7;7.3;5.5;12.6;19.4;114.1;NO
2019-20;41.3;12.6;18.6;46.1;23.0;8.3;5.6;13.8;21.6;113.7;YES
2019-20;41.2;11.4;19.9;43.5;27.2;7.7;4.0;14.8;22.0;113.6;NO
2019-20;42.3;11.0;17.7;45.7;25.4;8.6;6.6;15.2;20.7;113.4;YES
2019-20;40.4;13.3;19.1;44.8;23.8;8.7;5.7;15.3;21.4;113.3;NO
2019-20;40.2;13.8;18.5;45.4;25.2;8.8;5.0;14.8;21.7;112.8;YES
2019-20;42.5;10.9;16.6;46.5;26.9;7.9;5.5;15.2;21.2;112.6;NO
2019-20;39.5;13.4;19.7;44.4;25.9;7.5;4.5;14.9;20.6;112.0;YES
2019-20;40.6;12.0;18.5;43.3;24.0;7.8;5.1;16.2;23.1;111.8;NO
2019-20;40.4;13.1;17.9;47.9;24.5;6.4;4.5;15.3;21.0;111.8;YES
2019-20;42.0;11.0;16.2;44.1;26.7;8.0;4.6;13.8;20.3;111.3;YES
2019-20;40.1;13.4;17.8;44.9;22.4;6.1;4.1;15.1;20.4;111.3;YES
2019-20;41.1;11.6;16.9;45.4;25.8;8.0;5.3;14.2;20.9;110.7;YES
2019-20;40.0;10.7;19.8;42.9;21.7;7.6;4.9;13.7;19.3;110.4;YES
2019-20;40.9;12.7;15.7;42.6;23.8;7.7;4.1;14.5;22.2;110.1;NO
2019-20;42.1;10.2;15.0;42.8;25.9;7.4;5.2;13.2;19.8;109.4;YES
2019-20;39.3;11.1;17.6;44.5;23.9;8.2;5.4;12.8;18.3;107.3;YES
2019-20;39.3;12.0;16.6;41.7;24.1;7.4;4.5;15.3;19.7;107.2;NO
2019-20;40.3;11.2;15.1;44.2;23.1;6.9;3.2;16.5;18.3;106.9;NO
2019-20;39.6;12.2;15.5;41.9;23.2;10.0;4.1;15.5;21.8;106.8;NO
2019-20;38.6;10.4;18.7;42.8;25.6;8.2;4.6;14.9;20.1;106.3;NO
2019-20;40.0;9.6;16.3;46.5;22.1;7.6;4.7;14.3;22.2;105.8;NO
2019-20;37.3;12.1;16.2;42.8;23.8;6.6;4.1;14.6;18.8;102.9;NO
2018-19;43.4;13.5;17.9;49.7;26.0;7.5;5.9;13.9;19.6;118.1;YES
2018-19;44.0;13.3;16.3;46.2;29.4;7.6;6.4;14.3;21.4;117.7;YES
2018-19;43.7;10.3;17.8;47.3;27.0;7.4;5.4;14.8;21.1;115.4;NO
2018-19;41.5;10.8;21.2;47.8;26.9;7.4;5.3;14.9;21.3;115.2;YES
2018-19;41.3;10.0;22.6;45.5;24.0;6.8;4.7;14.5;23.3;115.1;YES
2018-19;42.3;11.0;19.0;48.0;23.0;6.7;5.0;13.8;20.4;114.7;YES
2018-19;42.6;11.4;17.8;48.1;23.4;9.3;5.2;14.0;22.4;114.5;YES
2018-19;42.2;12.4;17.7;45.2;25.4;8.3;5.3;14.0;21.0;114.4;YES
2018-19;43.2;11.3;16.5;45.4;25.4;8.3;4.4;13.4;21.4;114.2;NO
2018-19;42.1;11.3;18.4;42.4;26.3;8.3;4.6;14.1;20.7;114.0;NO
2018-19;39.2;16.1;19.3;42.1;21.2;8.5;4.9;13.3;22.0;113.9;YES
2018-19;41.4;13.0;17.6;46.1;25.8;8.2;5.1;17.0;23.6;113.3;NO
2018-19;41.6;10.1;19.1;44.8;24.6;8.3;5.0;13.1;20.3;112.5;NO
2018-19;42.1;12.6;15.6;44.5;26.3;8.6;5.3;12.8;20.4;112.4;YES
2018-19;40.3;12.8;19.0;46.6;23.8;6.6;4.1;15.1;21.5;112.2;YES
2018-19;42.6;10.3;16.3;46.6;25.6;7.5;5.4;15.7;20.7;111.8;NO
2018-19;42.3;9.9;17.2;44.7;24.5;6.1;4.7;12.1;18.1;111.7;YES
2018-19;40.4;12.1;18.8;46.4;26.0;8.1;5.9;15.1;21.1;111.7;YES
2018-19;41.9;11.0;15.8;46.4;27.4;7.7;4.4;13.4;20.0;110.7;YES
2018-19;40.2;11.9;18.4;43.8;23.2;7.2;4.9;12.2;18.9;110.7;NO
2018-19;38.8;12.5;18.8;45.3;23.4;6.5;4.3;14.2;20.1;108.9;NO
2018-19;41.3;9.5;15.8;43.0;26.0;8.7;4.9;13.7;19.4;108.0;YES
2018-19;40.1;9.6;17.6;40.4;23.9;9.0;5.1;15.6;23.6;107.5;NO
2018-19;40.4;11.4;15.0;45.4;25.5;6.6;5.4;13.2;18.6;107.3;YES
2018-19;38.8;12.1;17.3;45.0;22.5;6.9;4.0;13.8;22.1;107.0;YES
2018-19;39.6;11.3;15.1;46.3;24.3;7.6;5.5;14.7;20.9;105.7;NO
2018-19;39.8;9.1;16.2;42.9;21.9;7.4;4.3;14.1;20.3;104.9;NO
2018-19;38.2;10.0;18.1;44.7;20.1;6.8;5.1;14.0;20.9;104.6;NO
2018-19;38.9;10.3;16.4;42.7;20.7;6.5;2.4;13.5;20.0;104.5;NO
2018-19;38.0;9.9;17.7;41.8;23.9;8.3;5.5;14.0;22.0;103.5;NO
2017-18;42.8;11.3;16.6;43.5;29.3;8.0;7.5;15.5;19.6;113.5;YES
2017-18;38.7;15.3;19.6;43.5;21.5;8.5;4.8;13.8;19.5;112.4;YES
2017-18;42.7;10.2;16.1;44.3;26.8;8.0;5.9;14.9;19.1;111.7;YES
2017-18;41.3;11.8;17.3;44.0;24.3;7.6;6.1;13.4;21.7;111.7;YES
2017-18;40.4;12.0;18.1;42.1;23.4;7.1;3.8;13.7;18.6;110.9;YES
2017-18;40.7;11.5;17.1;44.5;25.1;7.6;4.9;15.0;18.7;110.0;NO
2017-18;40.8;11.0;17.1;47.4;27.1;8.3;5.1;16.5;22.1;109.8;YES
2017-18;41.0;8.0;19.4;42.0;22.7;8.4;4.2;12.5;18.2;109.5;YES
2017-18;40.3;9.5;19.0;43.9;22.3;7.7;4.5;14.7;20.0;109.0;NO
2017-18;39.0;10.0;20.2;45.5;21.6;6.8;4.5;12.7;17.2;108.2;NO
2017-18;40.7;10.0;16.6;46.4;23.8;7.7;4.7;15.8;21.2;108.1;NO
2017-18;39.9;10.7;17.3;45.1;21.3;9.1;5.0;14.0;20.2;107.9;YES
2017-18;39.9;9.9;16.8;43.1;25.2;7.9;4.3;14.6;21.3;106.6;YES
2017-18;38.2;12.7;17.4;44.4;23.7;6.2;4.8;15.2;20.6;106.6;NO
2017-18;39.7;8.8;18.3;39.8;23.2;8.8;5.4;13.8;21.4;106.5;YES
2017-18;40.8;9.0;14.9;42.3;22.2;8.8;4.1;13.3;18.8;105.6;YES
2017-18;39.3;10.3;16.7;45.5;19.5;7.0;5.2;13.5;19.5;105.6;YES
2017-18;40.7;8.2;14.9;44.0;23.3;6.7;5.1;14.7;20.5;104.5;NO
2017-18;38.3;10.8;16.8;43.3;22.4;8.6;5.1;14.7;19.6;104.1;YES
2017-18;38.3;11.5;16.0;44.5;22.5;7.4;4.5;14.0;19.7;104.0;YES
2017-18;38.5;9.3;17.7;44.1;21.3;6.9;4.5;15.7;22.0;103.9;NO
2017-18;39.1;10.8;14.7;43.7;22.8;7.7;3.9;13.5;18.4;103.8;NO
2017-18;38.8;11.0;14.7;43.5;22.7;7.6;5.3;14.4;20.1;103.4;YES
2017-18;38.8;10.3;15.5;41.6;23.4;7.6;4.9;14.5;19.3;103.4;NO
2017-18;38.2;11.2;15.8;41.9;23.7;7.8;4.2;15.6;19.6;103.4;NO
2017-18;38.7;11.0;14.6;44.7;23.5;7.6;3.5;14.0;19.2;102.9;NO
2017-18;39.0;8.5;16.1;44.2;22.8;7.7;5.6;13.1;17.2;102.7;YES
2017-18;38.1;11.8;14.2;41.3;22.7;7.0;3.8;12.3;19.2;102.3;NO
2017-18;36.7;9.2;16.6;40.5;21.5;7.5;4.8;15.0;23.2;99.3;NO
2017-18;38.8;9.0;12.3;40.9;21.6;7.8;4.1;13.7;20.0;98.8;NO
2016-17;43.1;12.0;17.8;44.4;30.4;9.6;6.8;14.8;19.3;115.9;YES
2016-17;40.3;14.4;20.3;44.4;25.2;8.2;4.3;15.1;19.9;115.3;YES
2016-17;41.2;10.6;18.7;46.4;25.3;6.9;3.9;15.0;19.1;111.7;NO
2016-17;39.9;13.0;17.5;43.7;22.7;6.6;4.0;13.7;18.1;110.3;YES
2016-17;41.3;9.2;17.3;42.9;23.9;8.5;4.1;14.2;21.3;109.2;YES
2016-17;39.5;10.3;19.3;43.0;22.5;7.5;4.2;13.0;19.8;108.7;YES
2016-17;38.6;12.0;18.7;42.0;25.2;7.5;4.1;13.3;20.6;108.0;YES
2016-17;39.5;10.4;18.5;43.7;21.1;7.0;5.0;13.7;21.2;107.9;YES
2016-17;39.9;7.5;20.4;45.0;19.6;8.2;4.9;15.4;24.8;107.7;NO
2016-17;39.2;8.8;19.7;43.3;18.5;8.3;4.9;12.7;20.8;106.9;YES
2016-17;39.5;8.4;19.2;46.6;21.0;7.9;5.0;15.0;20.9;106.6;YES
2016-17;37.8;10.7;19.4;43.9;21.4;7.2;4.7;16.5;21.0;105.8;NO
2016-17;39.5;7.3;19.3;42.4;23.7;8.0;4.5;14.0;20.1;105.6;NO
2016-17;39.3;9.2;17.6;43.9;23.8;8.0;5.9;13.4;18.3;105.3;YES
2016-17;39.3;8.6;17.9;42.0;22.5;8.2;5.0;13.8;19.5;105.1;YES
2016-17;37.7;10.0;19.4;43.6;23.1;7.0;4.8;11.5;16.6;104.9;NO
2016-17;39.3;8.9;17.0;43.5;20.9;8.2;3.9;15.2;20.7;104.6;NO
2016-17;39.1;9.4;16.7;43.7;22.8;7.8;5.5;12.9;18.2;104.3;NO
2016-17;39.6;8.6;16.6;45.2;21.8;7.1;5.5;13.9;20.3;104.3;NO
2016-17;38.8;8.8;17.2;40.4;24.2;8.1;5.3;14.0;20.2;103.6;YES
2016-17;38.1;8.9;18.1;44.3;23.6;8.2;4.8;15.8;18.2;103.2;YES
2016-17;39.0;9.9;15.2;43.6;21.2;7.2;5.7;13.4;20.5;103.2;NO
2016-17;38.6;7.6;18.0;46.3;22.6;7.8;4.8;13.6;17.7;102.9;YES
2016-17;37.9;9.0;18.1;41.1;22.5;7.6;4.0;14.6;20.3;102.8;NO
2016-17;37.7;10.1;17.0;42.8;23.8;8.4;5.1;16.7;21.9;102.4;NO
2016-17;39.9;7.7;13.9;45.7;21.1;7.0;3.8;11.9;17.9;101.3;NO
2016-17;38.3;8.5;16.0;43.2;22.2;7.1;4.8;13.3;19.3;101.1;NO
2016-17;37.0;9.6;17.1;43.2;20.1;6.7;5.0;13.6;18.8;100.7;YES
2016-17;36.4;9.4;18.3;42.8;21.3;8.0;4.2;12.9;22.4;100.5;YES
2016-17;36.2;10.7;14.8;38.6;20.8;7.5;3.7;11.9;19.1;97.9;NO
2015-16;42.5;13.1;16.7;46.2;28.9;8.4;6.1;15.2;20.7;114.9;YES
2015-16;41.1;8.3;19.7;48.6;23.0;7.4;5.9;15.9;20.6;110.2;YES
2015-16;40.0;8.0;18.5;44.2;24.5;8.9;4.5;16.2;20.4;106.6;NO
2015-16;37.7;10.7;20.4;43.1;22.2;10.0;5.2;15.9;21.8;106.5;YES
2015-16;39.2;8.7;18.5;44.9;24.2;9.2;4.2;13.7;21.9;105.7;YES
2015-16;38.6;10.5;17.4;45.5;21.3;6.9;4.6;14.6;21.7;105.1;YES
2015-16;38.3;9.7;18.2;42.0;22.8;8.6;5.6;13.0;21.3;104.5;YES
2015-16;38.7;10.7;16.3;44.5;22.7;6.7;3.9;13.6;20.3;104.3;YES
2015-16;39.5;8.6;16.5;41.8;24.5;8.6;3.9;14.5;20.8;104.1;NO
2015-16;40.1;7.0;16.4;43.9;24.5;8.3;5.9;13.1;17.5;103.5;YES
2015-16;37.0;10.6;18.7;43.9;21.7;7.3;5.3;12.6;18.1;103.4;YES
2015-16;38.6;9.9;15.6;42.1;25.6;9.1;5.9;15.0;19.1;102.8;YES
2015-16;36.7;8.6;20.8;43.4;18.7;7.8;5.5;13.1;19.6;102.7;YES
2015-16;38.5;8.6;17.3;42.6;22.2;7.7;4.2;13.4;20.9;102.7;NO
2015-16;37.7;5.5;21.4;41.6;23.4;8.0;4.6;15.0;20.7;102.4;NO
2015-16;37.4;9.8;17.7;43.1;22.1;6.8;3.7;12.8;19.5;102.3;YES
2015-16;38.3;8.1;17.4;44.2;21.2;9.0;4.8;14.9;20.0;102.2;YES
2015-16;39.5;7.8;15.2;43.3;23.6;8.2;5.1;14.1;20.7;102.1;NO
2015-16;37.9;9.0;17.1;46.3;19.4;7.0;3.7;13.5;19.0;102.0;YES
2015-16;37.7;8.0;18.5;44.6;22.7;7.4;4.8;14.7;21.0;101.9;NO
2015-16;38.6;7.9;16.5;46.3;22.8;6.0;5.7;13.9;18.8;101.6;NO
2015-16;37.2;9.0;17.5;44.8;20.7;7.7;3.8;17.2;22.7;100.9;NO
2015-16;38.4;6.1;17.1;44.1;20.8;6.7;6.5;14.1;18.3;100.0;YES
2015-16;36.8;6.1;19.3;41.6;20.7;8.8;4.3;13.3;21.7;99.1;YES
2015-16;38.4;5.4;17.0;41.7;23.1;8.2;5.8;15.2;20.7;99.0;NO
2015-16;38.2;6.5;15.7;42.4;22.3;7.6;4.0;14.8;18.0;98.6;NO
2015-16;36.9;7.4;17.2;44.4;20.5;5.7;5.7;13.4;19.7;98.4;NO
2015-16;36.1;8.5;17.1;43.2;19.0;7.7;5.2;14.9;20.2;97.7;NO
2015-16;36.2;9.3;15.7;41.2;21.5;8.3;6.0;16.4;21.7;97.4;NO
2015-16;35.1;7.8;19.3;43.0;18.0;7.2;4.1;13.7;20.3;97.3;NO
2014-15;41.6;10.8;16.0;44.7;27.4;9.3;6.0;14.5;19.9;110.0;YES
2014-15;39.4;10.1;17.9;42.6;24.8;7.8;5.0;12.3;21.3;106.7;YES
2014-15;39.7;8.9;16.9;42.3;22.5;8.1;4.5;13.0;20.0;105.2;YES
2014-15;38.8;7.7;18.6;47.5;20.5;7.3;5.5;14.7;22.3;104.0;NO
2014-15;37.9;8.9;19.3;41.5;20.7;7.5;4.4;12.9;20.9;104.0;YES
2014-15;37.0;11.4;18.6;43.7;22.2;9.5;5.0;16.7;22.0;103.9;YES
2014-15;39.1;8.3;16.7;43.6;24.4;8.0;5.4;14.0;19.1;103.2;YES
2014-15;37.7;10.1;17.7;43.0;22.1;7.4;4.1;14.3;18.4;103.1;YES
2014-15;38.7;9.8;15.5;45.9;21.9;6.4;4.5;13.6;18.2;102.8;YES
2014-15;38.1;10.0;16.5;40.6;25.7;9.1;4.6;14.2;17.8;102.5;YES
2014-15;38.8;8.5;16.4;43.2;20.2;8.5;4.7;15.1;21.3;102.4;NO
2014-15;37.8;8.0;17.8;44.7;21.8;7.8;4.5;14.2;23.0;101.5;NO
2014-15;38.9;8.0;15.4;43.8;24.5;8.2;3.6;13.8;21.2;101.4;YES
2014-15;36.7;5.6;22.3;44.2;20.3;6.7;4.0;16.3;20.7;101.3;NO
2014-15;36.6;7.9;19.7;45.7;21.7;6.3;5.8;14.0;18.2;100.8;YES
2014-15;37.9;7.1;16.4;43.5;22.0;6.7;6.2;13.3;18.7;99.4;YES
2014-15;38.3;6.1;15.9;44.7;24.0;7.3;4.6;15.0;20.8;98.5;YES
2014-15;37.2;6.5;17.5;43.9;20.9;7.0;4.5;13.2;21.2;98.5;NO
2014-15;37.1;8.6;15.8;44.9;21.6;7.6;4.7;13.4;19.0;98.5;NO
2014-15;37.8;5.2;17.6;42.6;21.7;8.5;4.2;13.3;19.1;98.3;YES
2014-15;37.4;6.6;16.6;42.4;20.9;7.0;4.1;13.8;19.3;98.0;YES
2014-15;36.4;5.0;20.0;40.9;21.6;8.1;4.0;15.0;19.2;97.8;NO
2014-15;37.6;6.6;16.0;42.1;23.6;9.6;4.9;16.7;22.1;97.8;YES
2014-15;36.6;7.5;16.7;44.9;21.4;6.2;4.6;14.0;21.2;97.3;NO
2014-15;37.5;6.8;13.9;41.8;20.6;7.9;3.8;14.9;20.9;95.7;NO
2014-15;35.4;7.4;17.0;44.0;19.9;7.6;6.0;15.3;19.3;95.1;NO
2014-15;35.2;6.8;17.5;39.1;19.8;7.8;4.5;14.8;20.0;94.7;NO
2014-15;35.5;6.1;17.0;44.1;20.2;6.1;5.5;11.9;18.2;94.2;NO
2014-15;33.7;8.4;16.1;42.9;20.5;9.6;5.9;17.7;21.7;92.0;NO
2014-15;35.1;6.8;14.8;40.4;21.3;7.0;4.7;14.7;21.6;91.9;NO
2013-14;39.1;8.5;21.2;43.0;24.6;8.6;4.8;13.9;21.5;107.9;YES
2013-14;38.0;9.5;22.1;45.3;21.4;7.6;5.6;16.1;20.4;107.7;YES
2013-14;38.9;7.3;21.8;44.7;23.9;8.8;3.6;13.9;18.3;106.9;NO
2013-14;39.1;9.4;19.1;46.4;23.2;5.5;4.7;13.7;19.2;106.7;YES
2013-14;39.0;8.1;20.2;44.7;21.9;8.3;6.1;15.3;22.7;106.2;YES
2013-14;40.6;8.5;15.7;43.3;25.2;7.4;5.1;14.4;18.2;105.4;YES
2013-14;38.7;9.3;18.5;43.0;19.1;8.4;4.6;15.3;21.9;105.2;NO
2013-14;39.6;8.8;16.8;40.9;23.6;8.6;4.3;13.5;20.0;104.8;YES
2013-14;38.4;8.6;19.1;45.4;22.4;7.5;5.6;15.9;23.0;104.4;NO
2013-14;39.5;9.4;15.9;45.3;23.3;7.8;5.0;15.2;21.8;104.3;YES
2013-14;38.3;9.4;17.0;41.0;24.5;7.5;5.4;15.1;19.8;103.0;NO
2013-14;38.3;8.1;17.5;36.9;22.5;8.9;4.5;14.8;19.5;102.2;YES
2013-14;36.5;8.7;19.6;42.5;21.2;7.0;4.2;14.1;23.0;101.3;YES
2013-14;37.3;9.4;17.0;40.0;24.9;8.3;4.0;15.3;19.2;101.0;YES
2013-14;38.8;6.2;17.3;45.4;20.9;8.4;4.8;14.5;20.3;101.0;NO
2013-14;38.7;7.9;15.3;42.2;23.3;8.1;4.6;14.7;20.4;100.7;YES
2013-14;36.9;6.0;20.7;44.5;18.9;7.2;3.9;15.2;22.5;100.5;NO
2013-14;37.8;5.9;18.2;41.7;21.3;7.9;6.4;13.8;22.6;99.7;NO
2013-14;37.9;7.0;16.6;42.7;21.8;9.3;4.0;16.9;22.5;99.5;NO
2013-14;36.9;9.3;15.5;40.3;20.0;7.7;4.5;13.0;22.1;98.6;NO
